30. Novembre 2016 | 01:47:17 | Cargando Anticheat...
12. August 2017 | 20:08:45 | - SpawnTime = 10
12. August 2017 | 20:08:46 | - CheckpointTeleport = 1
12. August 2017 | 20:08:46 | - Airbrake = 150
12. August 2017 | 20:08:46 | - TankMode = 1
12. August 2017 | 20:08:46 | - WarnPlayers = 0
12. August 2017 | 20:08:46 | - SingleplayerCheats = 1
12. August 2017 | 20:08:46 | - MinFPS = 1
12. August 2017 | 20:08:46 | - DisableBadWeapons = 1
12. August 2017 | 20:08:46 | - CBug = 16
12. August 2017 | 20:08:46 | - AntiBugKill = 1
12. August 2017 | 20:08:46 | - NoReload = 20
12. August 2017 | 20:08:46 | - NoReloadForSawnOff = 4
12. August 2017 | 20:08:46 | - ActiveGMC = 2
12. August 2017 | 20:08:46 | - GMCBan = 0
12. August 2017 | 20:08:46 | - ServerSideHealth = 1
12. August 2017 | 20:08:46 | - CheckVMPos = 0
12. August 2017 | 20:08:46 | - QuickTurn = 1
12. August 2017 | 20:08:46 | - VehicleTeleport = 1
12. August 2017 | 20:08:46 | - Wallride = 170
12. August 2017 | 20:08:46 | - DisplayTextDraw = 1
12. August 2017 | 20:08:46 | - AFK = 5
12. August 2017 | 20:08:46 | - PickupTeleport = 1
12. August 2017 | 20:08:46 | - FlyHack = 40
12. August 2017 | 20:08:46 | - JunkBusterChrome = 1
12. August 2017 | 20:08:46 | - CheckWalkAnims = 1
12. August 2017 | 20:08:46 | - ReportMoneyHack = 1
12. August 2017 | 20:08:46 | - SpeedhackAdvanced = 20
12. August 2017 | 20:08:46 | - Joypad = 0
12. August 2017 | 20:08:46 | - ArmedVehicles = 0
12. August 2017 | 20:08:46 | - VehicleRepair = 2
12. August 2017 | 20:08:46 | - TuningHack = 1
12. August 2017 | 20:08:46 | - PayForGuns = 0
12. August 2017 | 20:08:47 | - SpawnVehicles = 2
12. August 2017 | 20:08:47 | - MaxTotalWarnings = 15
12. August 2017 | 20:08:47 | - TooManyWarningsAction = 1
12. August 2017 | 20:08:47 | - AirbrakeDetection = 1
12. August 2017 | 20:08:47 | - SpeedhackDetection = 0
12. August 2017 | 20:08:47 | 0 IP-Prohibiciones se han cargado.
12. August 2017 | 20:08:47 | 0 prohibiciones temporales se han cargado.
12. August 2017 | 20:08:47 | 0 entradas de lista blanca se han cargado.
12. August 2017 | 20:08:47 | 0 entradas de la lista negra se han cargado.
12. August 2017 | 20:08:47 | 0 malas palabras se han cargado.
12. August 2017 | 20:08:47 | 5 armas prohibidas se han cargado.
12. August 2017 | 20:08:47 | Anticheat se ha configurado.
12. August 2017 | 20:08:47 | Anticheat (v0.1) con éxito se ha cargado.

12. August 2017 | 20:17:04 | Cargando Anticheat...
12. August 2017 | 20:17:04 | Configuracion del Anticheat Actual: 
12. August 2017 | 20:17:04 | - WeaponHack = 1
12. August 2017 | 20:17:04 | - MoneyHack = 1
12. August 2017 | 20:17:04 | - Jetpack = 1
12. August 2017 | 20:17:04 | - HealthHack = 1
12. August 2017 | 20:17:04 | - ArmourHack = 1
12. August 2017 | 20:17:04 | - DriveBy = 3
12. August 2017 | 20:17:04 | - Spam = 1
12. August 2017 | 20:17:04 | - CommandSpam = 1
12. August 2017 | 20:17:04 | - BadWords = 1
12. August 2017 | 20:17:04 | - CarJackHack = 1
12. August 2017 | 20:17:04 | - TeleportHack = 1
12. August 2017 | 20:17:04 | - MaxPing = 500
12. August 2017 | 20:17:04 | - SpectateHack = 1
12. August 2017 | 20:17:04 | - Blacklist = 1
12. August 2017 | 20:17:04 | - IpBans = 1
12. August 2017 | 20:17:04 | - TempBans = 1
12. August 2017 | 20:17:04 | - SpawnKill = 3
12. August 2017 | 20:17:04 | - CapsLock = 1
12. August 2017 | 20:17:04 | - 3DSpeed = 0
12. August 2017 | 20:17:04 | - MaxSpeed = 230
12. August 2017 | 20:17:04 | - AdminImmunity = 1
12. August 2017 | 20:17:04 | - Advertisement = 0
12. August 2017 | 20:17:04 | - FreezeUpdate = 0
12. August 2017 | 20:17:04 | - SpawnTime = 10
12. August 2017 | 20:17:04 | - CheckpointTeleport = 1
12. August 2017 | 20:17:04 | - Airbrake = 150
12. August 2017 | 20:17:04 | - TankMode = 1
12. August 2017 | 20:17:04 | - WarnPlayers = 0
12. August 2017 | 20:17:04 | - SingleplayerCheats = 1
12. August 2017 | 20:17:04 | - MinFPS = 1
12. August 2017 | 20:17:04 | - DisableBadWeapons = 1
12. August 2017 | 20:17:04 | - CBug = 16
12. August 2017 | 20:17:04 | - AntiBugKill = 1
12. August 2017 | 20:17:05 | - NoReload = 20
12. August 2017 | 20:17:05 | - NoReloadForSawnOff = 4
12. August 2017 | 20:17:05 | - ActiveGMC = 2
12. August 2017 | 20:17:05 | - GMCBan = 0
12. August 2017 | 20:17:05 | - ServerSideHealth = 1
12. August 2017 | 20:17:05 | - CheckVMPos = 0
12. August 2017 | 20:17:05 | - QuickTurn = 1
12. August 2017 | 20:17:05 | - VehicleTeleport = 1
12. August 2017 | 20:17:05 | - Wallride = 170
12. August 2017 | 20:17:05 | - DisplayTextDraw = 1
12. August 2017 | 20:17:05 | - AFK = 5
12. August 2017 | 20:17:05 | - PickupTeleport = 1
12. August 2017 | 20:17:05 | - FlyHack = 40
12. August 2017 | 20:17:05 | - JunkBusterChrome = 1
12. August 2017 | 20:17:05 | - CheckWalkAnims = 1
12. August 2017 | 20:17:05 | - ReportMoneyHack = 1
12. August 2017 | 20:17:05 | - SpeedhackAdvanced = 20
12. August 2017 | 20:17:05 | - Joypad = 0
12. August 2017 | 20:17:05 | - ArmedVehicles = 0
12. August 2017 | 20:17:05 | - VehicleRepair = 2
12. August 2017 | 20:17:05 | - TuningHack = 1
12. August 2017 | 20:17:05 | - PayForGuns = 0
12. August 2017 | 20:17:05 | - SpawnVehicles = 2
12. August 2017 | 20:17:05 | - MaxTotalWarnings = 15
12. August 2017 | 20:17:05 | - TooManyWarningsAction = 1
12. August 2017 | 20:17:05 | - AirbrakeDetection = 1
12. August 2017 | 20:17:05 | - SpeedhackDetection = 0
12. August 2017 | 20:17:05 | 0 IP-Prohibiciones se han cargado.
12. August 2017 | 20:17:05 | 0 prohibiciones temporales se han cargado.
12. August 2017 | 20:17:05 | 0 entradas de lista blanca se han cargado.
12. August 2017 | 20:17:05 | 0 entradas de la lista negra se han cargado.
12. August 2017 | 20:17:05 | 0 malas palabras se han cargado.
12. August 2017 | 20:17:05 | 5 armas prohibidas se han cargado.
12. August 2017 | 20:17:06 | Anticheat se ha configurado.
12. August 2017 | 20:17:06 | Anticheat (v0.1) con éxito se ha cargado.

12. August 2017 | 20:19:43 | Cargando Anticheat...
12. August 2017 | 20:19:43 | Configuracion del Anticheat Actual: 
12. August 2017 | 20:19:43 | - WeaponHack = 1
12. August 2017 | 20:19:43 | - MoneyHack = 1
12. August 2017 | 20:19:43 | - Jetpack = 1
12. August 2017 | 20:19:43 | - HealthHack = 1
12. August 2017 | 20:19:43 | - ArmourHack = 1
12. August 2017 | 20:19:43 | - DriveBy = 3
12. August 2017 | 20:19:43 | - Spam = 1
12. August 2017 | 20:19:43 | - CommandSpam = 1
12. August 2017 | 20:19:43 | - BadWords = 1
12. August 2017 | 20:19:43 | - CarJackHack = 1
12. August 2017 | 20:19:43 | - TeleportHack = 1
12. August 2017 | 20:19:44 | - MaxPing = 500
12. August 2017 | 20:19:44 | - SpectateHack = 1
12. August 2017 | 20:19:44 | - Blacklist = 1
12. August 2017 | 20:19:44 | - IpBans = 1
12. August 2017 | 20:19:44 | - TempBans = 1
12. August 2017 | 20:19:44 | - SpawnKill = 3
12. August 2017 | 20:19:44 | - CapsLock = 1
12. August 2017 | 20:19:44 | - 3DSpeed = 0
12. August 2017 | 20:19:44 | - MaxSpeed = 230
12. August 2017 | 20:19:44 | - AdminImmunity = 1
12. August 2017 | 20:19:44 | - Advertisement = 0
12. August 2017 | 20:19:44 | - FreezeUpdate = 0
12. August 2017 | 20:19:44 | - SpawnTime = 10
12. August 2017 | 20:19:44 | - CheckpointTeleport = 1
12. August 2017 | 20:19:44 | - Airbrake = 150
12. August 2017 | 20:19:44 | - TankMode = 1
12. August 2017 | 20:19:44 | - WarnPlayers = 0
12. August 2017 | 20:19:44 | - SingleplayerCheats = 1
12. August 2017 | 20:19:44 | - MinFPS = 1
12. August 2017 | 20:19:44 | - DisableBadWeapons = 1
12. August 2017 | 20:19:44 | - CBug = 16
12. August 2017 | 20:19:44 | - AntiBugKill = 1
12. August 2017 | 20:19:44 | - NoReload = 20
12. August 2017 | 20:19:44 | - NoReloadForSawnOff = 4
12. August 2017 | 20:19:44 | - ActiveGMC = 2
12. August 2017 | 20:19:44 | - GMCBan = 0
12. August 2017 | 20:19:44 | - ServerSideHealth = 1
12. August 2017 | 20:19:44 | - CheckVMPos = 0
12. August 2017 | 20:19:44 | - QuickTurn = 1
12. August 2017 | 20:19:44 | - VehicleTeleport = 1
12. August 2017 | 20:19:44 | - Wallride = 170
12. August 2017 | 20:19:44 | - DisplayTextDraw = 1
12. August 2017 | 20:19:44 | - AFK = 5
12. August 2017 | 20:19:44 | - PickupTeleport = 1
12. August 2017 | 20:19:44 | - FlyHack = 40
12. August 2017 | 20:19:44 | - JunkBusterChrome = 1
12. August 2017 | 20:19:44 | - CheckWalkAnims = 1
12. August 2017 | 20:19:44 | - ReportMoneyHack = 1
12. August 2017 | 20:19:45 | - SpeedhackAdvanced = 20
12. August 2017 | 20:19:45 | - Joypad = 0
12. August 2017 | 20:19:45 | - ArmedVehicles = 0
12. August 2017 | 20:19:45 | - VehicleRepair = 2
12. August 2017 | 20:19:45 | - TuningHack = 1
12. August 2017 | 20:19:45 | - PayForGuns = 0
12. August 2017 | 20:19:45 | - SpawnVehicles = 2
12. August 2017 | 20:19:45 | - MaxTotalWarnings = 15
12. August 2017 | 20:19:45 | - TooManyWarningsAction = 1
12. August 2017 | 20:19:45 | - AirbrakeDetection = 1
12. August 2017 | 20:19:45 | - SpeedhackDetection = 0
12. August 2017 | 20:19:45 | 0 IP-Prohibiciones se han cargado.
12. August 2017 | 20:19:45 | 0 prohibiciones temporales se han cargado.
12. August 2017 | 20:19:45 | 0 entradas de lista blanca se han cargado.
12. August 2017 | 20:19:45 | 0 entradas de la lista negra se han cargado.
12. August 2017 | 20:19:45 | 0 malas palabras se han cargado.
12. August 2017 | 20:19:45 | 5 armas prohibidas se han cargado.
12. August 2017 | 20:19:45 | Anticheat se ha configurado.
12. August 2017 | 20:19:45 | Anticheat (v0.1) con éxito se ha cargado.

12. August 2017 | 20:22:00 | Cargando Anticheat...
12. August 2017 | 20:22:00 | Configuracion del Anticheat Actual: 
12. August 2017 | 20:22:00 | - WeaponHack = 1
12. August 2017 | 20:22:00 | - MoneyHack = 1
12. August 2017 | 20:22:00 | - Jetpack = 1
12. August 2017 | 20:22:00 | - HealthHack = 1
12. August 2017 | 20:22:00 | - ArmourHack = 1
12. August 2017 | 20:22:00 | - DriveBy = 3
12. August 2017 | 20:22:00 | - Spam = 1
12. August 2017 | 20:22:00 | - CommandSpam = 1
12. August 2017 | 20:22:00 | - BadWords = 1
12. August 2017 | 20:22:00 | - CarJackHack = 1
12. August 2017 | 20:22:00 | - TeleportHack = 1
12. August 2017 | 20:22:00 | - MaxPing = 500
12. August 2017 | 20:22:00 | - SpectateHack = 1
12. August 2017 | 20:22:00 | - Blacklist = 1
12. August 2017 | 20:22:00 | - IpBans = 1
12. August 2017 | 20:22:00 | - TempBans = 1
12. August 2017 | 20:22:00 | - SpawnKill = 3
12. August 2017 | 20:22:00 | - CapsLock = 1
12. August 2017 | 20:22:00 | - 3DSpeed = 0
12. August 2017 | 20:22:00 | - MaxSpeed = 230
12. August 2017 | 20:22:00 | - AdminImmunity = 1
12. August 2017 | 20:22:01 | - Advertisement = 0
12. August 2017 | 20:22:01 | - FreezeUpdate = 0
12. August 2017 | 20:22:01 | - SpawnTime = 10
12. August 2017 | 20:22:01 | - CheckpointTeleport = 1
12. August 2017 | 20:22:01 | - Airbrake = 150
12. August 2017 | 20:22:01 | - TankMode = 1
12. August 2017 | 20:22:01 | - WarnPlayers = 0
12. August 2017 | 20:22:01 | - SingleplayerCheats = 1
12. August 2017 | 20:22:01 | - MinFPS = 1
12. August 2017 | 20:22:01 | - DisableBadWeapons = 1
12. August 2017 | 20:22:01 | - CBug = 16
12. August 2017 | 20:22:01 | - AntiBugKill = 1
12. August 2017 | 20:22:01 | - NoReload = 20
12. August 2017 | 20:22:01 | - NoReloadForSawnOff = 4
12. August 2017 | 20:22:01 | - ActiveGMC = 2
12. August 2017 | 20:22:01 | - GMCBan = 0
12. August 2017 | 20:22:01 | - ServerSideHealth = 1
12. August 2017 | 20:22:01 | - CheckVMPos = 0
12. August 2017 | 20:22:01 | - QuickTurn = 1
12. August 2017 | 20:22:01 | - VehicleTeleport = 1
12. August 2017 | 20:22:01 | - Wallride = 170
12. August 2017 | 20:22:01 | - DisplayTextDraw = 1
12. August 2017 | 20:22:01 | - AFK = 5
12. August 2017 | 20:22:01 | - PickupTeleport = 1
12. August 2017 | 20:22:01 | - FlyHack = 40
12. August 2017 | 20:22:01 | - JunkBusterChrome = 1
12. August 2017 | 20:22:01 | - CheckWalkAnims = 1
12. August 2017 | 20:22:01 | - ReportMoneyHack = 1
12. August 2017 | 20:22:01 | - SpeedhackAdvanced = 20
12. August 2017 | 20:22:01 | - Joypad = 0
12. August 2017 | 20:22:01 | - ArmedVehicles = 0
12. August 2017 | 20:22:01 | - VehicleRepair = 2
12. August 2017 | 20:22:01 | - TuningHack = 1
12. August 2017 | 20:22:01 | - PayForGuns = 0
12. August 2017 | 20:22:01 | - SpawnVehicles = 2
12. August 2017 | 20:22:01 | - MaxTotalWarnings = 15
12. August 2017 | 20:22:01 | - TooManyWarningsAction = 1
12. August 2017 | 20:22:01 | - AirbrakeDetection = 1
12. August 2017 | 20:22:01 | - SpeedhackDetection = 0
12. August 2017 | 20:22:01 | 0 IP-Prohibiciones se han cargado.
12. August 2017 | 20:22:02 | 0 prohibiciones temporales se han cargado.
12. August 2017 | 20:22:02 | 0 entradas de lista blanca se han cargado.
12. August 2017 | 20:22:02 | 0 entradas de la lista negra se han cargado.
12. August 2017 | 20:22:02 | 0 malas palabras se han cargado.
12. August 2017 | 20:22:02 | 5 armas prohibidas se han cargado.
12. August 2017 | 20:22:02 | Anticheat se ha configurado.
12. August 2017 | 20:22:02 | Anticheat (v0.1) con éxito se ha cargado.

12. August 2017 | 20:23:41 | Cargando Anticheat...
12. August 2017 | 20:23:41 | Configuracion del Anticheat Actual: 
12. August 2017 | 20:23:41 | - WeaponHack = 1
12. August 2017 | 20:23:41 | - MoneyHack = 1
12. August 2017 | 20:23:41 | - Jetpack = 1
12. August 2017 | 20:23:41 | - HealthHack = 1
12. August 2017 | 20:23:41 | - ArmourHack = 1
12. August 2017 | 20:23:42 | - DriveBy = 3
12. August 2017 | 20:23:42 | - Spam = 1
12. August 2017 | 20:23:42 | - CommandSpam = 1
12. August 2017 | 20:23:42 | - BadWords = 1
12. August 2017 | 20:23:42 | - CarJackHack = 1
12. August 2017 | 20:23:42 | - TeleportHack = 1
12. August 2017 | 20:23:42 | - MaxPing = 500
12. August 2017 | 20:23:42 | - SpectateHack = 1
12. August 2017 | 20:23:42 | - Blacklist = 1
12. August 2017 | 20:23:42 | - IpBans = 1
12. August 2017 | 20:23:42 | - TempBans = 1
12. August 2017 | 20:23:42 | - SpawnKill = 3
12. August 2017 | 20:23:42 | - CapsLock = 1
12. August 2017 | 20:23:42 | - 3DSpeed = 0
12. August 2017 | 20:23:42 | - MaxSpeed = 230
12. August 2017 | 20:23:42 | - AdminImmunity = 1
12. August 2017 | 20:23:42 | - Advertisement = 0
12. August 2017 | 20:23:42 | - FreezeUpdate = 0
12. August 2017 | 20:23:42 | - SpawnTime = 10
12. August 2017 | 20:23:42 | - CheckpointTeleport = 1
12. August 2017 | 20:23:42 | - Airbrake = 150
12. August 2017 | 20:23:42 | - TankMode = 1
12. August 2017 | 20:23:42 | - WarnPlayers = 0
12. August 2017 | 20:23:42 | - SingleplayerCheats = 1
12. August 2017 | 20:23:42 | - MinFPS = 1
12. August 2017 | 20:23:42 | - DisableBadWeapons = 1
12. August 2017 | 20:23:42 | - CBug = 16
12. August 2017 | 20:23:42 | - AntiBugKill = 1
12. August 2017 | 20:23:42 | - NoReload = 20
12. August 2017 | 20:23:42 | - NoReloadForSawnOff = 4
12. August 2017 | 20:23:42 | - ActiveGMC = 2
12. August 2017 | 20:23:42 | - GMCBan = 0
12. August 2017 | 20:23:42 | - ServerSideHealth = 1
12. August 2017 | 20:23:42 | - CheckVMPos = 0
12. August 2017 | 20:23:42 | - QuickTurn = 1
12. August 2017 | 20:23:43 | - VehicleTeleport = 1
12. August 2017 | 20:23:43 | - Wallride = 170
12. August 2017 | 20:23:43 | - DisplayTextDraw = 1
12. August 2017 | 20:23:43 | - AFK = 5
12. August 2017 | 20:23:43 | - PickupTeleport = 1
12. August 2017 | 20:23:43 | - FlyHack = 40
12. August 2017 | 20:23:43 | - JunkBusterChrome = 1
12. August 2017 | 20:23:43 | - CheckWalkAnims = 1
12. August 2017 | 20:23:43 | - ReportMoneyHack = 1
12. August 2017 | 20:23:43 | - SpeedhackAdvanced = 20
12. August 2017 | 20:23:43 | - Joypad = 0
12. August 2017 | 20:23:43 | - ArmedVehicles = 0
12. August 2017 | 20:23:43 | - VehicleRepair = 2
12. August 2017 | 20:23:43 | - TuningHack = 1
12. August 2017 | 20:23:43 | - PayForGuns = 0
12. August 2017 | 20:23:43 | - SpawnVehicles = 2
12. August 2017 | 20:23:43 | - MaxTotalWarnings = 15
12. August 2017 | 20:23:43 | - TooManyWarningsAction = 1
12. August 2017 | 20:23:43 | - AirbrakeDetection = 1
12. August 2017 | 20:23:43 | - SpeedhackDetection = 0
12. August 2017 | 20:23:43 | 0 IP-Prohibiciones se han cargado.
12. August 2017 | 20:23:43 | 0 prohibiciones temporales se han cargado.
